Const,Name,Year
nm0000197,OFTA Film Hall of Fame,2023
nm0424060,BSFC Award,2003
nm0424060,TFCA Award,2001
nm0424060,BAFTA Film Award,2004
nm0424060,Upstream Prize,2003
nm0424060,YoungStar Award,1998
nm0424060,Chlotrudis Award,2002
nm0424060,Gertrudis Award,2002
nm0424060,Hollywood Breakthrough Award,2003
nm0424060,Woman of the Year,2007
nm0424060,Young Artist Award,2002
nm0424060,Young Artist Award,2002
nm0424060,Sant Jordi,2005
nm0424060,New Generation Award,2003
nm0424060,Rising Star Award,2004
nm0424060,Golden Camera,2012
nm0424060,Star on the Walk of Fame,2012
nm0424060,MTV Movie Award,2013
nm0424060,Best Actress,2013
nm0424060,Special Honorary Award,2013
nm0424060,Honorary César,2014
nm0424060,Saturn Award,2014
nm0424060,Scream Award,2010
nm0424060,NYFCO Award,2003
nm0424060,EDA Special Mention Award,2008
nm0424060,EDA Special Mention Award,2013
nm0424060,UFCA Award,2013
nm0424060,OFTA Film Award,2014
nm0424060,DFCS Award,2013
nm0424060,BTVA Feature Film Voice Acting Award,2014
nm0424060,EDA Special Mention Award,2015
nm0424060,Golden Schmoes,2012
nm0424060,Gotham Independent Film Award,2008
nm0424060,Seattle Film Critics Award,2014
nm0424060,IOMA,2006
nm0424060,INOCA,2004
nm0424060,Georges Award,2015
nm0424060,Premiere New Power Award,2005
nm0424060,Dynamic Duo Award,2012
nm0424060,Teen Choice Award,2018
nm0424060,Audience Award,2008
nm0424060,People's Choice Award,2018
nm0424060,Teen Choice Award,2019
nm0424060,Outstanding Performer of the Year Award,2020
nm0424060,Robert Altman Award,2020
nm0424060,Satellite Award,2019
nm0424060,DFCS Award,2019
nm0424060,WFCC Award,2019
nm0424060,SLFCA Award,2019
nm0424060,OAFFC Award,2019
nm0424060,DFWFCA Award,2019
nm0424060,VFCC Award,2019
nm0424060,NFCS Award,2019
nm0424060,FFCC Award,2019
nm0424060,DFCC,2019
nm0424060,UFCA Award,2019
nm0424060,WIN Award,2020
nm0424060,DFCS Award,2020
nm0424060,Golden Schmoes,2019
nm0362766,British Independent Film Award,2009
nm0362766,Rising Star Award,2011
nm0362766,COFCA Award,2012
nm0362766,Scream Award,2010
nm0362766,LAFCA Award,2014
nm0362766,TFCA Award,2014
nm0362766,Sant Jordi,2015
nm0362766,Chlotrudis Award,2015
nm0362766,British Independent Film Award,2015
nm0362766,Critics Choice Award,2016
nm0362766,ALFS Award,2016
nm0362766,TFCA Award,2015
nm0362766,HFCS Award,2016
nm0362766,NFCS Award,2012
nm0362766,NFCS Award,2015
nm0362766,OFTA Film Award,2016
nm0362766,C21's International Drama Award,2017
nm0362766,Teen Choice Award,2015
nm0362766,MTV Movie Award,2011
nm0362766,MTV Movie Award,2011
nm0362766,Emmy,2019
nm0362766,Georges Award,2016
nm0000375,COFCA Award,2009
nm0000375,ALFS Award,1993
nm0000375,Special Jury Prize,2006
nm0000375,Golden Globe,2001
nm0000375,Golden Globe,2010
nm0000375,ShoWest Award,2008
nm0000375,Actor,2001
nm0000375,BAFTA Film Award,1993
nm0000375,IFTA Award,2009
nm0000375,IFTA Award,2010
nm0000375,Saturn Award,1994
nm0000375,Saturn Award,2009
nm0000375,Career Achievement Award,2003
nm0000375,Screen Idol Award,2001
nm0000375,Man of the Year,2004
nm0000375,Best Actor,2003
nm0000375,Special Volpi Cup,1993
nm0000375,People's Choice Award,2013
nm0000375,People's Choice Award,2013
nm0000375,MTV Movie Award,2013
nm0000375,Teen Choice Award,2013
nm0000375,People's Choice Award,2014
nm0000375,Blimp Award,2014
nm0000375,Saturn Award,2014
nm0000375,Scream Award,2010
nm0000375,Britannia Award,2014
nm0000375,People's Choice Award,2015
nm0000375,People's Choice Award,2015
nm0000375,MTV Generation Award,2015
nm0000375,Golden Schmoes,2009
nm0000375,Golden Schmoes,2008
nm0000375,Special Award,1994
nm0000375,People's Choice Award,2017
nm0000375,Georges Award,2012
nm0000375,Georges Award,2013
nm0000375,Teen Choice Award,2018
nm0000375,MTV Movie + TV Award,2019
nm0000375,Teen Choice Award,2019
nm0000375,Saturn Award,2019
nm0000375,People's Choice Award,2019
nm0000375,Vice/Martin Award,2019
nm0000375,Scream Award,2008
nm0000375,Kids' Choice Award,2021
nm0000375,Maltin Modern Master Award,2024
nm0000375,AFCC Award,2023
nm0000375,Sierra Award,2023
nm0000375,Golden Globe,2024
nm0000375,NTFCA Award,2023
nm0000375,Critics Choice Award,2024
nm0000375,PCC Award,2023
nm0000375,SDFCS Award,2023
nm0000375,PFCC Award,2023
nm0000375,DFWFCA Award,2023
nm0000375,SEFCA Award,2023
nm0000375,NCFCA Award,2024
nm0000375,NFCS Award,2023
nm0000375,Capri Ensemble Cast Award,2023
nm0000375,GAFCA Award,2024
nm0000375,CACF Award,2024
nm0000375,AFCA Award,2024
nm0000375,SFBAFCC Award,2024
nm0000375,NDFS Award,2024
nm0000375,MCFCA Award,2024
nm0000375,Windie,2024
nm0000375,Actor,2024
nm0000375,Actor,2024
nm0000375,BAFTA Film Award,2024
nm0000375,Oscar,2024
nm0000375,OFCS Award,2024
nm0000375,Gold Derby Film Award,2024
nm0000375,Gold Derby Film Award,2024
nm0000375,IFC Award,2024
nm0000375,VFCC Award,2024
nm0000375,KCFCC Award,2024
nm0000375,MNFCA Award,2024
nm0000375,OFTA Film Award,2024
nm0000375,OFTA Film Hall of Fame,2024
nm0000375,Golden Schmoes,2024
nm0000375,Daytime Emmy,2024
nm0089217,PFCS Award,2002
nm0089217,PFCS Award,2003
nm0089217,Critics Choice Award,2004
nm0089217,OFCS Award,2003
nm0089217,NBR Award,2003
nm0089217,EFA People's Choice Award,2005
nm0089217,Actor,2004
nm0089217,Hollywood Breakthrough Award,2003
nm0089217,Empire Award,2002
nm0089217,Teen Choice Award,2004
nm0089217,Teen Choice Award,2004
nm0089217,Teen Choice Award,2004
nm0089217,Teen Choice Award,2006
nm0089217,Teen Choice Award,2007
nm0089217,Teen Choice Award,2007
nm0089217,MTV Movie Award,2004
nm0089217,MTV Movie Award,2002
nm0089217,Bambi,2010
nm0089217,MTV Movie Award,2014
nm0089217,Star on the Walk of Fame,2014
nm0089217,ACCA,2003
nm0089217,ACCA,2001
nm0089217,Humanitarian Award,2015
nm0089217,Gold Derby Film Award,2004
nm0089217,Bravo Otto Germany,2002
nm0089217,Bravo Otto Germany,2003
nm0089217,Yoga Award,2006
nm0089217,Huading Award,2014
nm0089217,Humanitarian Award,2022
nm0005212,PFCS Award,2002
nm0005212,PFCS Award,2003
nm0005212,CFCA Award,1999
nm0005212,SDFCS Award,1998
nm0005212,LAFCA Award,1998
nm0005212,KCFCC Award,1998
nm0005212,Critics Choice Award,1999
nm0005212,Critics Choice Award,2004
nm0005212,OFCS Award,1999
nm0005212,OFCS Award,2003
nm0005212,FFCC Award,1999
nm0005212,TFCA Award,1998
nm0005212,NBR Award,1998
nm0005212,NBR Award,2003
nm0005212,Honorary Golden Berlin Bear,2006
nm0005212,Donostia Lifetime Achievement Award,2009
nm0005212,Silver Seashell,1998
nm0005212,Golden Globe,1997
nm0005212,European Film Award,1996
nm0005212,Actor,2002
nm0005212,Actor,2004
nm0005212,Saturn Award,1999
nm0005212,Saturn Award,2002
nm0005212,Stephen F. Kolzak Award,1993
nm0005212,Annie,2007
nm0005212,Independent Spirit Award,1999
nm0005212,Chlotrudis Award,1999
nm0005212,Maverick Tribute Award,2002
nm0005212,Outfest Achievement Award,1998
nm0005212,Evening Standard British Film Award,1997
nm0005212,CableACE,1995
nm0005212,British Independent Film Award,1999
nm0005212,Variety Award,2003
nm0005212,RTS Television Award,1983
nm0005212,Timeless Award,2013
nm0005212,OFTA Film Award,1999
nm0005212,OFTA Film Award,1999
nm0005212,OFTA Film Award,1999
nm0005212,Critics Award,2000
nm0005212,Audience Award,2000
nm0005212,OFTA Television Award,2009
nm0005212,ACCA,2003
nm0005212,ACCA,2001
nm0005212,ACCA,2001
nm0005212,Golden Schmoes,2001
nm0005212,Gold Derby Film Award,2004
nm0005212,Gold Derby TV Award,2007
nm0005212,ALFS Award,1997
nm0005212,Lifetime Achievement Award,2010
nm0005212,CinEuphoria,2015
nm0005212,British LGBT Award,2016
nm0005212,CinEuphoria,2020
nm0005212,Clarence Derwent Award,1966
nm0000104,Premio ACE,1991
nm0000104,Label Europa Cinemas,2007
nm0000104,Donostia Lifetime Achievement Award,2008
nm0000104,Outstanding European Achievement in World Cinema,1999
nm0000104,EFA People's Choice Award,1998
nm0000104,Imagen Award,2006
nm0000104,Francisco Rabal Award,1986
nm0000104,Taormina Arte Award,2004
nm0000104,ALMA Award,1999
nm0000104,ALMA Award,2000
nm0000104,ALMA Award,2000
nm0000104,Anthony Quinn Award for Achievement in Motion Pictures,2002
nm0000104,Vanguard Award,2004
nm0000104,Golden India Catalina,1991
nm0000104,Golden Apple,1995
nm0000104,Star on the Walk of Fame,2005
nm0000104,Lasting Image Award,1999
nm0000104,Imagen Award,2004
nm0000104,Imagen Award,2004
nm0000104,Sant Jordi,1988
nm0000104,Best Actor,1989
nm0000104,Fotogramas de Plata,1986
nm0000104,Fotogramas de Plata,1989
nm0000104,Fotogramas de Plata,1991
nm0000104,Vision Award,2004
nm0000104,Festival President's Award,2009
nm0000104,ALMA Award,2011
nm0000104,Chainsaw Award,2012
nm0000104,Audience Award,2012
nm0000104,Honorary Grand Prize,2014
nm0000104,Honorary Goya,2015
nm0000104,BTVA People's Choice Voice Acting Award,2012
nm0000104,Honorary Award,2015
nm0000104,Imagen Award,2016
nm0000104,Málaga Lifetime Achievement Award,2017
nm0000104,Festival Award,2017
nm0000104,Ischia Actor Award,2017
nm0000104,Yoga Award,1996
nm0000104,Antoñita Colomé Award,1999
nm0000104,Best Actor,2019
nm0000104,CineMerit Award,2019
nm0000104,Hollywood Film Award,2019
nm0000104,European Film Award,2019
nm0000104,José María Forqué Award,2020
nm0000104,Feroz Award,2020
nm0000104,Goya,2020
nm0000104,International Star Award,2020
nm0000104,NYFCC Award,2019
nm0000104,LAFCA Award,2019
nm0000104,ASECAN Award,2020
nm0000104,CEC Award,2020
nm0000104,Dorian Award,2020
nm0000104,NSFC Award,2020
nm0000104,Sant Jordi,2020
nm0000104,Fotogramas de Plata,2020
nm0000104,Días de Cine Award,2020
nm0000104,INOCA,2020
nm0000104,Chainsaw Award,1994
nm0000104,ICS Award,2020
nm0000104,Platino Award,2020
nm0000104,SFBAFCC Award,2019
nm0000104,ICS Cannes Award,2019
nm0000104,Honorary Golden Biznaga,2017
nm0000104,Honorary Carmen Award,2022
nm0000104,Career Award,2022
nm0000104,Golden Medal,2023
nm0000104,Imagen Award,2023
nm0000104,Honorable Mention,2024
nm0000104,Filming Italy International Achievement Award,2021
nm0000104,BOFA,2020
nm0001602,SDFCS Award,2001
nm0001602,Sierra Award,2002
nm0001602,Feature Film Award,2001
nm0001602,Actor,2011
nm0001602,Primetime Emmy,2011
nm0001602,Gotham Independent Film Award,2009
nm0001602,Golden Schmoes,2001
nm0001602,Golden Schmoes,2001
nm0001602,Gold Derby TV Award,2011
nm0001602,Jury Award,2011
nm0001602,Silver Logie,2022
nm0001602,Satellite Award,2024
nm0001602,Cinema Vanguard Award,2025
nm0001602,MMCG Award,2024
nm0001602,BOFCA Award,2024
nm0000168,KCFCC Award,1991
nm0000168,NYFCC Award,1991
nm0000168,Best Supporting Actor,1991
nm0000168,Silver Berlin Bear,1998
nm0000168,BAFTA Film Award,1995
nm0000168,BET Comedy Award,2005
nm0000168,Career Achievement Award,2005
nm0000168,Image Award,2006
nm0000168,Image Award,1997
nm0000168,Independent Spirit Award,1995
nm0000168,Independent Spirit Award,1998
nm0000168,Black Film Award,1998
nm0000168,Career Achievement Award,1999
nm0000168,Man of the Year,1999
nm0000168,Star on the Walk of Fame,2000
nm0000168,Blockbuster Entertainment Award,1997
nm0000168,Image Award,2011
nm0000168,Capri Legend Award,2008
nm0000168,Special Award,1997
nm0000168,STFC Award,1994
nm0000168,Bambi,2006
nm0000168,Achievement in Acting,2005
nm0000168,Image Award,2013
nm0000168,Black Reel,2013
nm0000168,MTV Movie Award,2013
nm0000168,Black Reel,2014
nm0000168,Stinker Award,2005
nm0000168,Guinness World Record,2015
nm0000168,Capri Actor Award,2015
nm0000168,VGA,2004
nm0000168,BET Award,2016
nm0000168,ACCA,1994
nm0000168,ACCA,1994
nm0000168,Hollywood Film Award,2015
nm0000168,Britannia Award,2016
nm0000168,CinemaCon Award,2018
nm0000168,Image Award,2019
nm0000168,Felix,2015
nm0000168,Legend of Cinema Award,2020
nm0000168,CinEuphoria,2017
nm0000168,National Film Award,2016
nm0000168,National Film Award,2016
nm0000168,The BAM Award,2019
nm0000168,Canadian Screen Award,2021
nm0000168,Honorary Award,2022
nm0000168,Black Reel,2022
nm0000168,OFTA TV Hall of Fame,2022
nm0000168,OFTA Film Hall of Fame,2023
nm0000168,Tribute Award,2024
nm0000113,Razzie Award,2010
nm0000113,Razzie Award,2010
nm0000113,Critics Choice Award,2010
nm0000113,Lone Star Film & Television Award,1999
nm0000113,Oscar,2010
nm0000113,Golden Globe,2010
nm0000113,ShoWest Award,2001
nm0000113,ShoWest Award,1996
nm0000113,Actor,2010
nm0000113,Joseph Plateau Award of Honour,1999
nm0000113,MTV Generation Award,2010
nm0000113,Saturn Award,1995
nm0000113,MTV Movie Award,1995
nm0000113,MTV Movie Award,1995
nm0000113,MTV Movie Award,1995
nm0000113,People's Choice Award,2006
nm0000113,People's Choice Award,1996
nm0000113,Golden Apple,1995
nm0000113,Virginia Film Award,2004
nm0000113,American Comedy Award,2001
nm0000113,Teen Choice Award,1999
nm0000113,Teen Choice Award,2001
nm0000113,Teen Choice Award,2005
nm0000113,Teen Choice Award,2006
nm0000113,Woman of the Year,2004
nm0000113,Career Exellence Award,1998
nm0000113,People's Choice Award,1997
nm0000113,Star on the Walk of Fame,2005
nm0000113,People's Choice Award,1999
nm0000113,Crystal Award,2005
nm0000113,Blockbuster Entertainment Award,1997
nm0000113,People's Choice Award,2010
nm0000113,Blockbuster Entertainment Award,2001
nm0000113,Teen Choice Award,2010
nm0000113,Teen Choice Award,2010
nm0000113,Rembrandt Award,2010
nm0000113,Teen Choice Award,2010
nm0000113,Bambi,2000
nm0000113,Hollywood Film Award,2006
nm0000113,Hollywood Film Award,2013
nm0000113,Teen Choice Award,2013
nm0000113,Teen Choice Award,2013
nm0000113,People's Choice Award,2014
nm0000113,People's Choice Award,2014
nm0000113,People's Choice Award,2014
nm0000113,People's Choice Award,2014
nm0000113,Desert Palm Achievement Award,2014
nm0000113,Critics Choice Award,2014
nm0000113,KCFCC Award,2013
nm0000113,Blockbuster Entertainment Award,1995
nm0000113,President's Award,2007
nm0000113,Saturn Award,2014
nm0000113,HFCS Award,2013
nm0000113,AAFCA Award,2013
nm0000113,NTFCA Award,2014
nm0000113,EDA Female Focus Award,2011
nm0000113,EDA Female Focus Award,2013
nm0000113,Jupiter Award,2014
nm0000113,Jupiter Award,1995
nm0000113,Jupiter Award,1996
nm0000113,Jupiter Award,1997
nm0000113,EDA Female Focus Award,2013
nm0000113,WIN Award,2009
nm0000113,Golden Schmoes,2013
nm0000113,Invisible Woman Award,2013
nm0000113,ACCA,2005
nm0000113,People's Choice Award,2016
nm0000113,Bravo Otto Germany,1995
nm0000113,Bravo Otto Germany,1996
nm0000113,American Riviera Award,2010
nm0000113,Yoga Award,1996
nm0000113,Yoga Award,2004
nm0000113,Actor,2006
nm0000113,Critics Choice Award,2006
nm0000113,Gold Derby Film Award,2006
nm0000113,Hollywood Film Award,2005
nm0000113,MTV Movie + TV Award,2019
nm0000113,WFCC Award,2021
nm0000113,Courage in Acting Award,2021
nm0000113,CinEuphoria,2022
nm0000113,Joseph Plateau Honorary Award,1999
nm0000212,ShoWest Award,1999
nm0000212,Golden Apple,1989
nm0000212,American Comedy Award,1990
nm0000212,American Comedy Award,1994
nm0000212,Woman of the Year,1994
nm0000212,Crystal Award,1995
nm0000212,Blockbuster Entertainment Award,1999
nm0000212,François Truffaut Award,2008
nm0000212,Bambi,2008
nm0000212,Icon Award,1999
nm0000212,Lifetime Achievement Award,2015
nm0000212,Leopard Club Award,2018
nm0000212,Honorary Award,2024
nm0000212,Honorary Heart of Sarajevo,2024
nm1083271,Teen Choice Award,2009
nm1083271,Teen Choice Award,2010
nm1083271,Teen Choice Award,2009
nm1083271,Scream Award,2009
nm1083271,Razzie Award,2015
nm1083271,Golden Schmoes,2007
nm1083271,Yoga Award,2010
nm1083271,Scream Award,2007
nm1083271,Razzie Award,2024
nm1083271,Razzie Award,2024
nm0000173,Razzie Award,2006
nm0000173,SEFCA Award,1996
nm0000173,ALFS Award,1996
nm0000173,ALFS Award,2002
nm0000173,Golden Aries,2003
nm0000173,Sierra Award,2002
nm0000173,BSFC Award,1995
nm0000173,KCFCC Award,2001
nm0000173,Critics Choice Award,1996
nm0000173,Oscar,2003
nm0000173,Silver Berlin Bear,2003
nm0000173,Golden Globe,2003
nm0000173,Golden Globe,2002
nm0000173,Golden Globe,1996
nm0000173,Special Award,2002
nm0000173,ShoWest Award,1992
nm0000173,BAFTA Film Award,2003
nm0000173,AFI Award,1987
nm0000173,Logie,1988
nm0000173,Silver Logie,1990
nm0000173,Logie,1990
nm0000173,Golden Satellite Award,2002
nm0000173,Chairman's Award,2005
nm0000173,Special Achievement Award,2009
nm0000173,Blockbuster Entertainment Award,2000
nm0000173,Saturn Award,2002
nm0000173,Empire Award,1996
nm0000173,Empire Award,2002
nm0000173,Golden Space Needle Award,1995
nm0000173,MTV Movie Award,2002
nm0000173,MTV Movie Award,2002
nm0000173,Cinema Vanguard Award,2011
nm0000173,Blockbuster Entertainment Award,1996
nm0000173,Actress of the Year,2001
nm0000173,Truly Moving Sound Award,2010
nm0000173,Cinema for Peace Honorary Award,2013
nm0000173,Gala Tribute Award,2012
nm0000173,CinEuphoria,2014
nm0000173,Outstanding Contribution to World Cinema,2014
nm0000173,Icon Award,2008
nm0000173,Chainsaw Award,2002
nm0000173,OFTA Film Award,2002
nm0000173,Critics Award,2005
nm0000173,Audience Award,2005
nm0000173,Jupiter Award,2004
nm0000173,WIN Award,2012
nm0000173,Fright Meter Award,2001
nm0000173,IOMA,2003
nm0000173,Icon Award,2002
nm0000173,Huading Award,2013
nm0000173,AFCA Award,2014
nm0000173,WFCC Award,2006
nm0000173,ACCA,2001
nm0000173,Golden Schmoes,2001
nm0000173,Golden Schmoes,2001
nm0000173,Davis Award,2001
nm0000173,Woman of the Year,2004
nm0000173,ACCA,2002
nm0000173,Crystal Award,2015
nm0000173,Halfway Award,2013
nm0000173,Harper's Bazaar Award,2015
nm0000173,Gold Derby Film Award,2003
nm0000173,Jury Prize,2012
nm0000173,Yoga Award,2008
nm0000173,CinEuphoria,2016
nm0000173,Mill Valley Film Festival Award,2016
nm0000173,Hollywood Film Award,2016
nm0000173,International Star Award,2017
nm0000173,AACTA International Award,2017
nm0000173,Capri Supporting Actress Award,2016
nm0000173,Golden Camera,2017
nm0000173,CinEuphoria,2017
nm0000173,70th Anniversary Prize,2017
nm0000173,Primetime Emmy,2017
nm0000173,Gold Derby TV Award,2017
nm0000173,Primetime Emmy,2017
nm0000173,Tribute Award,2017
nm0000173,Golden Globe,2018
nm0000173,AACTA Award,2017
nm0000173,Outstanding Work in Cinema Award,2017
nm0000173,Satellite Award,2018
nm0000173,Critics Choice Award,2018
nm0124930,MTV Movie Award,2007
nm0124930,Action Movie Star of the Year,2007
nm0124930,Yoga Award,2011
nm0124930,Golden Camera,2016
nm0124930,Voice Arts Award,2019
nm0124930,Capri Breakout Actor Award,2004
nm0048932,Logie,1993
nm0048932,Family Television Award,2002
nm0048932,Robert Altman Award,2012
nm0048932,Star on the Walk of Fame,2013
nm0048932,Trailblazer Award,2017
nm0048932,ADG Award,2018
nm0048932,AACTA Award,2018
nm0048932,FCCA Award,2019
nm0048932,FCCA Award,2019
nm0048932,FCCA Award,2024
nm0000139,CFCA Award,2002
nm0000139,BSFC Award,2001
nm0000139,NYFCC Award,1998
nm0000139,ShoWest Award,1996
nm0000139,Blockbuster Entertainment Award,2000
nm0000139,ALMA Award,1998
nm0000139,ALMA Award,2000
nm0000139,MTV Movie Award,1999
nm0000139,Blockbuster Entertainment Award,1998
nm0000139,Wannabe Award,2008
nm0000139,American Comedy Award,1999
nm0000139,Teen Choice Award,1999
nm0000139,People's Choice Award,2007
nm0000139,Imagen Award,2004
nm0000139,MTV Movie Award,2001
nm0000139,MTV Movie Award,2001
nm0000139,Blockbuster Entertainment Award,1999
nm0000139,Blockbuster Entertainment Award,2001
nm0000139,Teen Choice Award,2011
nm0000139,Star on the Walk of Fame,2009
nm0000139,CinemaCon Award,2011
nm0000139,EDA Special Mention Award,2013
nm0000139,OFTA Film Award,1998
nm0000139,Jupiter Award,2012
nm0000139,Icon Award,2001
nm0000139,EDA Special Mention Award,2015
nm0000139,Razzie Award,2015
nm0000139,Stinker Award,2002
nm0000139,Blimp Award,2001
nm0001337,ShoWest Award,2010
nm0001337,Primetime Emmy,2007
nm0001337,Camie,2003
nm0001337,Camie,2005
nm0001337,People's Choice Award,2008
nm0001337,People's Choice Award,2010
nm0001337,Satellite Award,2006
nm0001337,Actor,2007
nm0001337,EDA Special Mention Award,2013
nm0001337,Gold Derby TV Award,2009