Tconst,Const,Name,Year,Rating,Genre
tt2084970,nm0461136,The Imitation Game,2014,8,"Biography, Drama, Thriller, War"
tt1980929,nm0461136,Begin Again,2013,7.4,"Comedy, Drama, Music, Romance"
tt1781769,nm0461136,Anna Karenina,2012,6.6,"Drama, Romance"
tt0349683,nm0461136,King Arthur,2004,6.3,"Action, Adventure, Drama, War"
tt0864761,nm0461136,The Duchess,2008,6.9,"Biography, Drama, History, Romance, Thriller"
tt1571222,nm0461136,A Dangerous Method,2011,6.4,"Biography, Drama, Romance"
tt1307068,nm0461136,Seeking a Friend for the End of the World,2012,6.7,"Adventure, Comedy, Drama, Romance, Sci-Fi"
tt0314331,nm0461136,Love Actually,2003,7.6,"Comedy, Drama, Romance"
tt0286499,nm0461136,Bend It Like Beckham,2002,6.7,"Comedy, Drama, Romance, Sport"
tt2034031,nm0461136,Laggies,2014,6.4,"Comedy, Drama, Romance"
tt5437928,nm0461136,Colette,2018,6.7,"Biography, Drama, History, Romance"
tt0242527,nm0461136,The Hole,2001,6.2,"Drama, Mystery, Thriller"
tt0421054,nm0461136,Domino,2005,5.9,"Action, Biography, Crime, Drama, Thriller"
tt5431890,nm0461136,Official Secrets,2019,7.3,"Biography, Crime, Drama, Thriller, War"
tt1334260,nm0461136,Never Let Me Go,2010,7.1,"Drama, Romance"
tt1205537,nm0461136,Jack Ryan: Shadow Recruit,2014,6.2,"Action, Drama, Thriller"
tt9639470,nm0461136,Last Night,2010,6.5,"Drama, Horror, Mystery, Thriller"
tt0295701,nm0004874,xXx,2002,5.8,"Action, Adventure, Drama, Thriller"
tt0232500,nm0004874,The Fast and the Furious,2001,6.8,"Action, Crime, Thriller"
tt2015381,nm0004874,Guardians of the Galaxy,2014,8,"Action, Adventure, Comedy, Sci-Fi"
tt2820852,nm0004874,Furious 7,2015,7.1,"Action, Thriller"
tt5433140,nm0004874,Fast X,2023,5.7,"Action, Adventure, Crime, Mystery, Thriller"
tt5433138,nm0004874,F9: The Fast Saga,2021,5.2,"Action, Crime, Thriller"
tt1293847,nm0004874,xXx: Return of Xander Cage,2017,5.2,"Action, Adventure, Thriller"
tt0266465,nm0004874,A Man Apart,2003,6,"Action, Crime, Drama, Thriller"
tt0134847,nm0004874,Pitch Black,2000,7,"Horror, Sci-Fi, Thriller"
tt3896198,nm0004874,Guardians of the Galaxy Vol. 2,2017,7.6,"Action, Adventure, Comedy, Sci-Fi"
tt4630562,nm0004874,The Fate of the Furious,2017,6.6,"Action, Crime, Thriller"
tt0395699,nm0004874,The Pacifier,2005,5.6,"Action, Comedy, Drama, Family"
tt0419749,nm0004874,Find Me Guilty,2006,7,"Biography, Comedy, Crime, Drama"
tt1634106,nm0004874,Bloodshot,2020,5.7,"Action, Adventure, Sci-Fi"
tt0120815,nm0004874,Saving Private Ryan,1998,8.6,"Drama, War"
tt1618442,nm0004874,The Last Witch Hunter,2015,5.9,"Action, Adventure, Fantasy"
tt0364970,nm0004874,Babylon A.D.,2008,5.5,"Action, Adventure, Sci-Fi, Thriller"
tt15153532,nm0004874,Strays,1997,5.5,"Adventure, Comedy"
tt4154756,nm0004874,Avengers: Infinity War,2018,8.4,"Action, Adventure, Sci-Fi"
tt0129167,nm0004874,The Iron Giant,1999,8.1,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi"
tt0119217,nm0000354,Good Will Hunting,1997,8.3,"Drama, Romance"
tt3659388,nm0000354,The Martian,2015,8,"Adventure, Drama, Sci-Fi"
tt0407887,nm0000354,The Departed,2006,8.5,"Crime, Drama, Thriller"
tt0134119,nm0000354,The Talented Mr. Ripley,1999,7.4,"Crime, Drama, Thriller"
tt0119978,nm0000354,The Rainmaker,1997,7.2,"Crime, Drama, Thriller"
tt0343737,nm0000354,The Good Shepherd,2006,6.7,"Drama, History, Thriller"
tt1403865,nm0000354,True Grit,2010,7.6,"Drama, Western"
tt2034800,nm0000354,The Great Wall,2016,5.9,"Action, Adventure, Fantasy, Thriller"
tt1291580,nm0000354,Behind the Candelabra,2013,7,"Biography, Drama, Music, Romance"
tt1130080,nm0000354,The Informant!,2009,6.5,"Biography, Comedy, Crime, Drama"
tt4196776,nm0000354,Jason Bourne,2016,6.6,"Action, Thriller"
tt4244994,nm0000354,The Last Duel,2021,7.3,"Drama, History, Thriller"
tt15398776,nm0000354,Oppenheimer,2023,8.3,"Biography, Drama, History"
tt0947810,nm0000354,Green Zone,2010,6.8,"Action, Drama, Thriller, War"
tt16419074,nm0000354,Air,2023,7.4,"Drama, Sport"
tt1385826,nm0000354,The Adjustment Bureau,2011,7,"Crime, Drama, Mystery, Romance, Sci-Fi, Thriller"
tt0166813,nm0000354,Spirit: Stallion of the Cimarron,2002,7.2,"Animation, Adventure, Drama, Family, Western"
tt1535108,nm0000354,Elysium,2013,6.6,"Action, Drama, Sci-Fi, Thriller"
tt0258463,nm0000354,The Bourne Identity,2002,7.8,"Action, Mystery, Thriller"
tt0349903,nm0000354,Ocean's Twelve,2004,6.5,"Crime, Thriller"
tt2261391,nm0000152,Chicago,2002,7.2,"Action, Drama"
tt0100405,nm0000152,Pretty Woman,1990,7.1,"Comedy, Romance"
tt0084434,nm0000152,An Officer and a Gentleman,1982,7.1,"Drama, Romance"
tt24053860,nm0000152,The Jackal,1997,6.4,"Action, Crime, Drama, Thriller"
tt0163187,nm0000152,Runaway Bride,1999,5.6,"Comedy, Romance"
tt1764183,nm0000152,Arbitrage,2012,6.6,"Drama, Thriller"
tt0174480,nm0000152,Autumn in New York,2000,5.6,"Drama, Romance"
tt0080365,nm0000152,American Gigolo,1980,6.3,"Crime, Drama, Mystery, Romance, Thriller"
tt0077405,nm0000152,Days of Heaven,1978,7.7,"Drama, Romance"
tt0117381,nm0000152,Primal Fear,1996,7.7,"Crime, Drama, Mystery, Thriller"
tt0265349,nm0000152,The Mothman Prophecies,2002,6.4,"Drama, Horror, Mystery, Thriller"
tt0358135,nm0000152,Shall We Dance?,2004,6.2,"Comedy, Drama, Music, Romance"
tt0368794,nm0000152,I'm Not There,2007,6.8,"Biography, Drama, Music"
tt0250797,nm0000152,Unfaithful,2002,6.7,"Drama, Romance, Thriller"
tt0119994,nm0000152,Red Corner,1997,6.3,"Crime, Drama, Thriller"
tt1028532,nm0000152,Hachi: A Dog's Tale,2009,8.1,"Biography, Drama, Family"
tt0113071,nm0000152,First Knight,1995,6,"Action, Adventure, Drama, Romance"
tt1825157,nm0000152,The Double,2011,5.9,"Comedy, Drama, Mystery, Sci-Fi, Thriller"
tt21906554,nm0000152,The Hunting Party,2007,6.8,"Crime, Drama"
tt0205271,nm0000152,Dr. T & the Women,2000,4.7,"Comedy, Drama, Romance"
tt2261391,nm0001876,Chicago,2002,7.2,"Action, Drama"
tt0120746,nm0001876,The Mask of Zorro,1998,6.8,"Action, Adventure, Comedy, Romance, Thriller, Western"
tt0181865,nm0001876,Traffic,2000,7.6,"Crime, Drama, Thriller"
tt0137494,nm0001876,Entrapment,1999,6.3,"Action, Crime, Romance, Thriller"
tt6763664,nm0001876,The Haunting,1999,5,"Drama, Horror, Mystery, Thriller"
tt1336608,nm0001876,Rock of Ages,2012,5.9,"Comedy, Drama, Musical, Romance"
tt0362227,nm0001876,The Terminal,2004,7.4,"Comedy, Drama, Romance"
tt0265029,nm0001876,America's Sweethearts,2001,5.7,"Comedy, Romance"
tt0138524,nm0001876,Intolerable Cruelty,2003,6.3,"Comedy, Crime, Romance"
tt0349903,nm0001876,Ocean's Twelve,2004,6.5,"Crime, Thriller"
tt0293508,nm0001876,The Phantom,1996,5.1,"Drama, Musical, Romance, Thriller"
tt1205535,nm0001876,The Rebound,2009,6.3,"Comedy, Romance"
tt1235522,nm0001876,Broken City,2013,6.1,"Crime, Drama, Mystery, Thriller"
tt1821694,nm0001876,RED 2,2013,6.6,"Action, Comedy, Crime, Thriller"
tt0386140,nm0001876,The Legend of Zorro,2005,6,"Action, Adventure, Romance, Thriller, Western"
tt0146882,nm0001876,High Fidelity,2000,7.4,"Comedy, Drama, Music, Romance"
tt0481141,nm0001876,No Reservations,2007,6.3,"Comedy, Drama, Romance"
tt2053463,nm0001876,Side Effects,2013,7.1,"Crime, Drama, Mystery, Thriller"
tt0165982,nm0001876,Sinbad: Legend of the Seven Seas,2003,6.7,"Animation, Adventure, Comedy, Family, Fantasy"
tt1540128,nm0001876,Playing for Keeps,2012,5.7,"Comedy, Romance, Sport"
tt0376541,nm0654110,Closer,2004,7.2,"Drama, Romance"
tt0206634,nm0654110,Children of Men,2006,7.9,"Drama, Sci-Fi, Thriller"
tt0280707,nm0654110,Gosford Park,2001,7.2,"Comedy, Drama, Mystery"
tt26670955,nm0654110,Inside Man,2006,7.6,"Comedy, Crime"
tt0465602,nm0654110,Shoot 'Em Up,2007,6.6,"Action, Comedy, Thriller"
tt0401792,nm0654110,Sin City,2005,8,"Crime, Thriller"
tt5397194,nm0654110,Anon,2018,6.1,"Crime, Mystery, Sci-Fi, Thriller"
tt0398017,nm0654110,Derailed,2005,6.6,"Crime, Drama, Thriller"
tt1448755,nm0654110,Killer Elite,2011,6.4,"Action, Thriller"
tt0349683,nm0654110,King Arthur,2004,6.3,"Action, Adventure, Drama, War"
tt1135487,nm0654110,Duplicity,2009,6.1,"Comedy, Crime, Romance, Thriller"
tt0258463,nm0654110,The Bourne Identity,2002,7.8,"Action, Mystery, Thriller"
tt0963178,nm0654110,The International,2009,6.5,"Action, Crime, Drama, Mystery, Thriller"
tt2239822,nm0654110,Valerian and the City of a Thousand Planets,2017,6.4,"Action, Adventure, Fantasy, Sci-Fi"
tt0103130,nm0654110,Trust,2010,6.9,"Comedy, Crime, Drama"
tt1025100,nm0654110,Gemini Man,2019,5.7,"Action, Sci-Fi, Thriller"
tt0159382,nm0654110,Croupier,1998,7,"Crime, Drama, Thriller"
tt0414055,nm0654110,Elizabeth: The Golden Age,2007,6.8,"Biography, Drama, History, War"
tt0294357,nm0654110,Beyond Borders,2003,6.4,"Adventure, Drama, Romance, War"
tt0926380,nm0654110,The Boys Are Back,2009,6.8,Drama
tt0112573,nm0000154,Braveheart,1995,8.3,"Biography, Drama, War"
tt0104714,nm0000154,Lethal Weapon 3,1992,6.7,"Action, Crime, Thriller"
tt0118883,nm0000154,Conspiracy Theory,1997,6.7,"Action, Drama, Mystery, Thriller"
tt5809150,nm0000154,Ransom,1996,6.7,"Crime, Drama, Thriller"
tt0093409,nm0000154,Lethal Weapon,1987,7.6,"Action, Crime, Thriller"
tt0120784,nm0000154,Payback,1999,7.1,"Action, Crime, Drama, Thriller"
tt6491178,nm0000154,Dragged Across Concrete,2018,6.9,"Action, Crime, Drama, Thriller"
tt0122151,nm0000154,Lethal Weapon 4,1998,6.6,"Action, Crime, Thriller"
tt0089530,nm0000154,Mad Max Beyond Thunderdome,1985,6.2,"Action, Adventure, Sci-Fi"
tt0207201,nm0000154,What Women Want,2000,6.5,"Comedy, Fantasy, Romance"
tt2333784,nm0000154,The Expendables 3,2014,6.1,"Action, Adventure, Comedy, Crime, Thriller"
tt0286106,nm0000154,Signs,2002,6.8,"Drama, Mystery, Sci-Fi, Thriller"
tt0335345,nm0000154,The Passion of the Christ,2004,7.2,Drama
tt12037194,nm0000154,Mad Max,1979,6.8,"Action, Adventure, Sci-Fi, Thriller"
tt1226273,nm0000154,Edge of Darkness,2010,6.6,"Action, Adventure, Drama, Mystery, Thriller"
tt1567609,nm0000154,Get the Gringo,2012,6.9,"Action, Drama, Thriller"
tt0472043,nm0000154,Apocalypto,2006,7.8,"Action, Adventure, Drama, Thriller"
tt0097733,nm0000154,Lethal Weapon 2,1989,7.3,"Action, Crime, Thriller"
tt0277434,nm0000154,We Were Soldiers,2002,7.2,"Action, Drama, History, War"
tt1745960,nm0000154,Maverick,1994,7,"Action, Drama"
tt0465538,nm0000123,Michael Clayton,2007,7.2,"Crime, Drama, Mystery, Thriller"
tt1193138,nm0000123,Up in the Air,2009,7.4,"Comedy, Drama, Romance"
tt1124035,nm0000123,The Ides of March,2011,7.1,"Drama, Thriller"
tt2177771,nm0000123,The Monuments Men,2014,6.1,"Comedy, Drama, War"
tt0116367,nm0000123,From Dusk Till Dawn,1996,7.2,"Action, Crime, Horror"
tt0433383,nm0000123,"Good Night, and Good Luck.",2005,7.4,"Biography, Drama, History"
tt1033575,nm0000123,The Descendants,2011,7.3,"Comedy, Drama"
tt0365737,nm0000123,Syriana,2005,6.9,"Drama, Thriller"
tt0270288,nm0000123,Confessions of a Dangerous Mind,2002,7,"Biography, Comedy, Crime, Drama, Romance, Thriller"
tt0120188,nm0000123,Three Kings,1999,7.1,"Action, Adventure, Comedy, Drama, War"
tt0190590,nm0000123,"O Brother, Where Art Thou?",2000,7.7,"Comedy, Crime, Drama, Music"
tt1454468,nm0000123,Gravity,2013,7.7,"Drama, Sci-Fi, Thriller"
tt0240772,nm0000123,Ocean's Eleven,2001,7.7,"Crime, Thriller"
tt0496806,nm0000123,Ocean's Thirteen,2007,6.9,"Crime, Thriller"
tt0120780,nm0000123,Out of Sight,1998,7,"Comedy, Crime, Drama, Romance, Thriller"
tt1234548,nm0000123,The Men Who Stare at Goats,2009,6.2,"Comedy, War"
tt1964418,nm0000123,Tomorrowland,2015,6.4,"Action, Adventure, Family, Fantasy, Mystery, Sci-Fi"
tt0118688,nm0000123,Batman & Robin,1997,3.8,"Action, Sci-Fi"
tt0432283,nm0000123,Fantastic Mr. Fox,2009,7.9,"Animation, Adventure, Comedy, Crime, Drama, Family"
tt0887883,nm0000123,Burn After Reading,2008,7,"Comedy, Crime, Drama, Thriller"
tt13354972,nm0000197,Chinatown,1974,8.1,"Crime, Drama"
tt0119822,nm0000197,As Good as It Gets,1997,7.7,"Comedy, Drama, Romance"
tt0407887,nm0000197,The Departed,2006,8.5,"Crime, Drama, Thriller"
tt0073486,nm0000197,One Flew Over the Cuckoo's Nest,1975,8.7,Drama
tt0064276,nm0000197,Easy Rider,1969,7.2,"Adventure, Drama"
tt0070290,nm0000197,The Last Detail,1973,7.5,"Comedy, Drama"
tt0104257,nm0000197,A Few Good Men,1992,7.7,"Drama, Thriller"
tt0257360,nm0000197,About Schmidt,2002,7.2,Drama
tt0089841,nm0000197,Prizzi's Honor,1985,6.7,"Comedy, Crime, Drama, Romance"
tt1877830,nm0000197,Batman,1989,7.5,"Action, Crime, Drama, Mystery, Thriller"
tt0086425,nm0000197,Terms of Endearment,1983,7.4,"Comedy, Drama"
tt0094332,nm0000197,The Witches of Eastwick,1987,6.5,"Comedy, Fantasy, Horror"
tt0065724,nm0000197,Five Easy Pieces,1970,7.4,Drama
tt0337741,nm0000197,Something's Gotta Give,2003,6.7,"Comedy, Drama, Romance"
tt0825232,nm0000197,The Bucket List,2007,7.4,"Adventure, Comedy, Drama"
tt0081505,nm0000197,The Shining,1980,8.4,"Drama, Horror"
tt0116996,nm0000197,Mars Attacks!,1996,6.4,"Comedy, Sci-Fi"
tt21979910,nm0000197,The Passenger,1975,7.5,"Drama, Thriller"
tt3556920,nm0000197,Wolf,1994,6.3,"Biography, Drama, History"
tt0066892,nm0000197,Carnal Knowledge,1971,6.9,"Comedy, Drama"
tt0335266,nm0424060,Lost in Translation,2003,7.7,"Comedy, Drama"
tt1798709,nm0424060,Her,2013,8,"Drama, Romance, Sci-Fi"
tt0848228,nm0424060,The Avengers,2012,8,"Action, Sci-Fi"
tt3480822,nm0424060,Black Widow,2021,6.6,"Action, Adventure, Sci-Fi"
tt0162346,nm0424060,Ghost World,2001,7.3,"Comedy, Drama"
tt1441395,nm0424060,Under the Skin,2013,6.3,"Drama, Horror, Mystery, Sci-Fi, Thriller"
tt4154756,nm0424060,Avengers: Infinity War,2018,8.4,"Action, Adventure, Sci-Fi"
tt2872732,nm0424060,Lucy,2014,6.4,"Action, Sci-Fi, Thriller"
tt1843866,nm0424060,Captain America: The Winter Soldier,2014,7.7,"Action, Adventure, Sci-Fi, Thriller"
tt0335119,nm0424060,Girl with a Pearl Earring,2003,6.9,"Biography, Drama, Romance"
tt3498820,nm0424060,Captain America: Civil War,2016,7.8,"Action, Sci-Fi"
tt0497465,nm0424060,Vicky Cristina Barcelona,2008,7.1,"Comedy, Drama, Romance"
tt7653254,nm0424060,Marriage Story,2019,7.9,"Drama, Romance"
tt0416320,nm0424060,Match Point,2005,7.6,"Drama, Romance, Thriller"
tt4154796,nm0424060,Avengers: Endgame,2019,8.4,"Action, Adventure, Drama, Sci-Fi"
tt2395427,nm0424060,Avengers: Age of Ultron,2015,7.3,"Action, Adventure, Sci-Fi"
tt0482571,nm0424060,The Prestige,2006,8.5,"Drama, Mystery, Sci-Fi, Thriller"
tt2584384,nm0424060,Jojo Rabbit,2019,7.9,"Comedy, Drama, War"
tt0119314,nm0424060,The Horse Whisperer,1998,6.7,"Drama, Romance, Western"
tt0489237,nm0424060,The Nanny Diaries,2007,6.2,"Comedy, Drama, Romance"
tt1375666,nm0362766,Inception,2010,8.8,"Action, Adventure, Sci-Fi, Thriller"
tt1345836,nm0362766,The Dark Knight Rises,2012,8.4,"Action, Drama, Thriller"
tt2692904,nm0362766,Locke,2013,7.1,Drama
tt1392190,nm0362766,Mad Max: Fury Road,2015,8.1,"Action, Adventure, Sci-Fi, Thriller"
tt3569230,nm0362766,Legend,2015,6.9,"Biography, Crime, Drama, Thriller"
tt1663202,nm0362766,The Revenant,2015,8,"Action, Adventure, Drama, Western"
tt1172570,nm0362766,Bronson,2008,7,"Action, Crime, Drama"
tt16366836,nm0362766,Venom,2018,6.6,"Action, Adventure, Sci-Fi, Thriller"
tt5743796,nm0362766,Warrior,2011,8.1,"Action, Crime, Drama, History"
tt1600196,nm0362766,The Drop,2014,7,"Crime, Drama, Mystery, Thriller"
tt1340800,nm0362766,Tinker Tailor Soldier Spy,2011,7,"Drama, Mystery, Thriller"
tt7097896,nm0362766,Venom: Let There Be Carnage,2021,5.9,"Action, Sci-Fi, Thriller"
tt0253754,nm0362766,Star Trek: Nemesis,2002,6.4,"Action, Adventure, Sci-Fi, Thriller"
tt16366836,nm0362766,Venom: The Last Dance,2024,6.1,"Action, Adventure, Sci-Fi, Thriller"
tt5013056,nm0362766,Dunkirk,2017,7.8,"Action, Drama, History, Thriller, War"
tt1032755,nm0362766,RocknRolla,2008,7.2,"Action, Crime, Thriller"
tt1014763,nm0362766,Child 44,2015,6.4,"Crime, Drama, History, Mystery, Thriller"
tt1212450,nm0362766,Lawless,2012,7.2,"Biography, Crime, Drama, Thriller"
tt0265086,nm0362766,Black Hawk Down,2001,7.7,"Action, Drama, History, War"
tt3647998,nm0362766,Taboo,2017,8.3,"Drama, Mystery, Thriller"
tt0371746,nm0000375,Iron Man,2008,7.9,"Action, Adventure, Sci-Fi"
tt1300854,nm0000375,Iron Man 3,2013,7.1,"Action, Adventure, Sci-Fi"
tt0988045,nm0000375,Sherlock Holmes,2009,7.6,"Action, Adventure, Mystery"
tt4154796,nm0000375,Avengers: Endgame,2019,8.4,"Action, Adventure, Drama, Sci-Fi"
tt0848228,nm0000375,The Avengers,2012,8,"Action, Sci-Fi"
tt1228705,nm0000375,Iron Man 2,2010,6.9,"Action, Sci-Fi"
tt0942385,nm0000375,Tropic Thunder,2008,7.1,"Action, Comedy, War"
tt0103939,nm0000375,Chaplin,1992,7.5,"Biography, Comedy, Drama"
tt4154756,nm0000375,Avengers: Infinity War,2018,8.4,"Action, Adventure, Sci-Fi"
tt0373469,nm0000375,Kiss Kiss Bang Bang,2005,7.5,"Comedy, Crime, Mystery, Thriller"
tt3498820,nm0000375,Captain America: Civil War,2016,7.8,"Action, Sci-Fi"
tt6673612,nm0000375,Dolittle,2020,5.6,"Adventure, Comedy, Family, Fantasy"
tt0443706,nm0000375,Zodiac,2007,7.7,"Crime, Drama, Mystery, Thriller"
tt2395427,nm0000375,Avengers: Age of Ultron,2015,7.3,"Action, Adventure, Sci-Fi"
tt1515091,nm0000375,Sherlock Holmes: A Game of Shadows,2011,7.4,"Action, Adventure, Mystery"
tt1231583,nm0000375,Due Date,2010,6.5,"Comedy, Drama"
tt15398776,nm0000375,Oppenheimer,2023,8.3,"Biography, Drama, History"
tt0185014,nm0000375,Wonder Boys,2000,7.2,"Comedy, Drama"
tt1872194,nm0000375,The Judge,2014,7.4,"Crime, Drama, Mystery, Thriller"
tt0821642,nm0000375,The Soloist,2009,6.7,"Biography, Drama, Music"
tt0120737,nm0089217,The Lord of the Rings: The Fellowship of the Ring,2001,8.9,"Adventure, Drama, Fantasy"
tt0325980,nm0089217,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,"Action, Adventure, Fantasy"
tt0320661,nm0089217,Kingdom of Heaven,2005,7.3,"Action, Adventure, Drama, History, War"
tt0167260,nm0089217,The Lord of the Rings: The Return of the King,2003,9,"Adventure, Drama, Fantasy"
tt0167261,nm0089217,The Lord of the Rings: The Two Towers,2002,8.8,"Adventure, Drama, Fantasy"
tt0368709,nm0089217,Elizabethtown,2005,6.3,"Comedy, Drama, Romance"
tt1170358,nm0089217,The Hobbit: The Desolation of Smaug,2013,7.8,"Adventure, Fantasy"
tt1509767,nm0089217,The Three Musketeers,2011,5.7,"Action, Adventure, Fantasy, Romance, Thriller"
tt0332452,nm0089217,Troy,2004,7.3,"Adventure, Drama"
tt1790809,nm0089217,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.5,"Action, Adventure, Fantasy"
tt0277941,nm0089217,Ned Kelly,2003,6.4,"Action, Adventure, Biography, Crime, Drama, History, Romance, Western"
tt0265086,nm0089217,Black Hawk Down,2001,7.7,"Action, Drama, History, War"
